depth;datetime;value
139.068;35740.3075925926;10.0645
140.27;35740.3076157407;10.0752
140.826;35740.3076388889;10.0788
142.026;35740.3076736111;10.0845
143.031;35740.3076967593;10.0904
144.033;35740.3077314815;10.0922
145.025;35740.3077546296;10.0926
146.05;35740.3078009259;10.098
146.894;35740.3078125;10.1027
148.062;35740.3078587963;10.1096
149.033;35740.3078819444;10.1206
149.745;35740.3078935185;10.1269
151.011;35740.3079398148;10.1387
151.881;35740.307962963;10.1487
153.041;35740.3079976852;10.1511
153.808;35740.3079976852;10.1531
155.019;35740.3080555556;10.1627
155.855;35740.3080787037;10.1669
157.068;35740.3081018518;10.1744
157.994;35740.3081365741;10.1792
159.168;35740.3081828704;10.1823
160.024;35740.3081828704;10.1828
161.083;35740.3082407407;10.1831
161.981;35740.3082638889;10.1835
163.069;35740.3082638889;10.1838
164.14;35740.3083217593;10.1845
164.99;35740.3083449074;10.1854
165.933;35740.3083449074;10.1876
167.106;35740.3084027778;10.1915
168.047;35740.3084375;10.1939
169.057;35740.3084606481;10.1959
169.972;35740.3084837963;10.1975
171.201;35740.3085185185;10.1987
171.987;35740.3085416667;10.201
172.945;35740.3085648148;10.205
173.812;35740.308587963;10.2067
174.978;35740.3086458333;10.208
175.958;35740.3086689815;10.2098
176.973;35740.3086805556;10.2107
178.046;35740.3087268519;10.2113
179.029;35740.3087615741;10.2117
180.029;35740.3087847222;10.2121
181.003;35740.3088078704;10.2128
181.923;35740.3088194444;10.213
183.347;35740.3088888889;10.2138
183.983;35740.3088888889;10.2145
184.952;35740.3089236111;10.2164
186.174;35740.3089699074;10.218
187.009;35740.3089814815;10.2186
187.767;35740.3090046296;10.2189
188.986;35740.3090277778;10.22
189.764;35740.3090625;10.22
190.988;35740.3091087963;10.2208
192.012;35740.3091319444;10.2214
192.853;35740.3091435185;10.2232
193.941;35740.3091898148;10.2247
195.046;35740.309212963;10.2269
196.049;35740.3092476852;10.2278
197.019;35740.3092708333;10.2284
198.219;35740.3093287037;10.2291
198.99;35740.3093287037;10.2295
199.861;35740.3093518519;10.2296
201.149;35740.3094097222;10.2296
201.969;35740.3094328704;10.2296
202.91;35740.3094328704;10.2296
203.943;35740.3094907407;10.2297
205.015;35740.3095138889;10.2299
206.022;35740.309525463;10.231
206.977;35740.3095717593;10.2326
208.153;35740.3095949074;10.2342
208.959;35740.3096064815;10.2364
210.069;35740.3096527778;10.2382
211.036;35740.3096875;10.2386
211.778;35740.3096875;10.2387
213.009;35740.3097337963;10.239
214.009;35740.3097685185;10.2393
215.232;35740.3098148148;10.2408
215.987;35740.3098148148;10.2412
217.043;35740.309849537;10.2416
218.131;35740.3098958333;10.2417
219.013;35740.3099189815;10.2418
219.968;35740.3099305556;10.2422
221.017;35740.3099768519;10.2444
222.165;35740.3100115741;10.2445
223.022;35740.3100115741;10.2445
223.92;35740.3100578704;10.245
224.978;35740.3100925926;10.2467
225.971;35740.3101157407;10.249
227.197;35740.3101388889;10.25
227.907;35740.3101736111;10.2503
229.116;35740.3101967593;10.2506
230.046;35740.3102314815;10.2509
231.02;35740.3102546296;10.2515
232.091;35740.3103125;10.253
233.001;35740.3103125;10.2532
233.966;35740.3103356482;10.2535
235.023;35740.3103935185;10.2547
236.006;35740.3103935185;10.255
236.781;35740.3104166667;10.2553
237.966;35740.310462963;10.2563
239.013;35740.3104976852;10.2565
239.937;35740.3105208333;10.2566
241.105;35740.3105555556;10.2581
241.937;35740.3105787037;10.2589
242.97;35740.3106018519;10.2601
244.007;35740.3106365741;10.2602
244.997;35740.3106597222;10.2603
245.988;35740.3106828704;10.2605
246.86;35740.3107175926;10.2607
248.001;35740.3107638889;10.2617
249.035;35740.310775463;10.2627
250.171;35740.3108217593;10.2636
250.895;35740.3108217593;10.2643
251.952;35740.3108796296;10.2648
252.993;35740.3108796296;10.2653
253.962;35740.3109259259;10.2664
254.954;35740.3109606481;10.2671
255.993;35740.3109837963;10.2678
256.961;35740.3110069444;10.268
258.238;35740.3110648148;10.2686
258.99;35740.3110648148;10.2694
260.014;35740.311099537;10.2703
261.171;35740.3111458333;10.2708
261.986;35740.3111458333;10.2716
263.022;35740.3111805556;10.2728
263.766;35740.3112037037;10.2739
265.061;35740.31125;10.2746
265.937;35740.3112615741;10.2749
267.206;35740.3113078704;10.2759
268.015;35740.3113194444;10.2769
269.109;35740.3113657407;10.2779
269.712;35740.3113657407;10.2788
271.011;35740.3114236111;10.2801
271.993;35740.3114467593;10.2804
272.877;35740.3114699074;10.2818
274.074;35740.3115046296;10.2835
274.968;35740.3115277778;10.2842
275.973;35740.3115625;10.2847
276.988;35740.3115625;10.2851
278.167;35740.3116087963;10.2857
279.035;35740.3116435185;10.286
280.107;35740.3116898148;10.2862
280.999;35740.3116898148;10.2864
281.974;35740.311712963;10.2868
283.055;35740.3117708333;10.287
283.999;35740.3117708333;10.2871
285.019;35740.3118055556;10.2872
286.077;35740.3118518519;10.2874
286.92;35740.3118518519;10.2876
287.982;35740.3119097222;10.2878
288.959;35740.3119097222;10.2885
290.002;35740.3119444444;10.289
291.023;35740.3119907407;10.2895
291.978;35740.3120138889;10.2898
292.921;35740.3120138889;10.29
293.987;35740.3120717593;10.2901
294.895;35740.3120949074;10.2901
296.076;35740.3121296296;10.2903
296.883;35740.3121527778;10.2904
297.941;35740.3121875;10.2906
299.011;35740.3122106481;10.2906
299.944;35740.3122337963;10.2907
300.958;35740.3122685185;10.2909
302.017;35740.3122916667;10.2909
302.955;35740.3123148148;10.2909
303.968;35740.312349537;10.2909
305.057;35740.3123726852;10.2908
306.066;35740.3123958333;10.2909
306.965;35740.3124305556;10.2909
308.157;35740.3124537037;10.2911
308.844;35740.3124768519;10.2911
310.069;35740.3125115741;10.2911
311.028;35740.3125347222;10.2911
312.152;35740.3125694444;10.2911
312.878;35740.3125925926;10.2911
313.911;35740.3126157407;10.2912
315.044;35740.312650463;10.2913
315.999;35740.3126736111;10.2912
317.085;35740.3127199074;10.2913
317.992;35740.3127546296;10.2914
319.027;35740.3127546296;10.2914
320.014;35740.3128009259;10.2914
320.992;35740.3128356481;10.2915
321.993;35740.3128587963;10.2918
322.982;35740.3128935185;10.2924
323.975;35740.3128935185;10.2926
325.12;35740.3129398148;10.2927
325.962;35740.312974537;10.2929
326.975;35740.3129976852;10.2931
327.958;35740.3130208333;10.2933
328.965;35740.3130555556;10.2938
330.038;35740.3130787037;10.2941
330.877;35740.3131018519;10.2943
331.94;35740.3131365741;10.2946
333.022;35740.3131597222;10.2948
334.056;35740.3132175926;10.2949
334.979;35740.3132407407;10.2955
336.026;35740.3132407407;10.2957
336.749;35740.3132638889;10.2957
338.112;35740.3133217593;10.2959
338.994;35740.3133449074;10.2963
339.966;35740.3133564815;10.2971
341.35;35740.3134027778;10.2976
341.948;35740.3134259259;10.2977
343.008;35740.3134375;10.2978
344.088;35740.3134837963;10.298
345.004;35740.3135069444;10.2984
346.03;35740.3135416667;10.2988
347.009;35740.3135648148;10.299
348.072;35740.313599537;10.2992
348.993;35740.3136226852;10.2994
350.245;35740.3136689815;10.2995
351.014;35740.3136805556;10.2997
352.001;35740.3137037037;10.3002
353.009;35740.3137268519;10.3002
353.981;35740.3137615741;10.3003
355.002;35740.3137847222;10.3003
356.165;35740.3138194444;10.3003
356.989;35740.3138425926;10.3006
357.948;35740.3138657407;10.3007
359.03;35740.313900463;10.3007
359.838;35740.3139236111;10.3007
360.965;35740.3139467593;10.3008
361.9;35740.3139699074;10.3008
362.95;35740.3140277778;10.3008
364.04;35740.3140277778;10.3013
364.681;35740.3140625;10.3017
366.043;35740.3141087963;10.3021
366.994;35740.3141319444;10.3022
367.959;35740.3141435185;10.3023
368.986;35740.3141898148;10.3023
370.19;35740.314224537;10.3023
371.013;35740.314224537;10.3023
372.003;35740.3142476852;10.3025
373.152;35740.3143055556;10.3029
373.979;35740.3143287037;10.3032
374.953;35740.3143287037;10.3038
376.105;35740.3143865741;10.3055
377.039;35740.3144097222;10.3057
378.169;35740.3144328704;10.3058
378.996;35740.3144444444;10.3059
380.053;35740.3144907407;10.306
380.998;35740.3145138889;10.3061
381.998;35740.314525463;10.306
383.126;35740.3145717593;10.3061
