longitude;latitude
17.77;62.51
17.78;62.51
17.8;62.49
17.81;62.49
17.81;62.49
17.81;62.48
17.82;62.48
17.83;62.48
17.82;62.49
17.83;62.49
17.85;62.49
17.85;62.49
17.85;62.5
17.86;62.5
17.86;62.5
17.87;62.5
17.89;62.52
17.89;62.53
17.89;62.54
17.87;62.55
17.89;62.54
17.89;62.54
17.91;62.55
17.92;62.56
17.92;62.59
17.93;62.58
17.93;62.61
17.92;62.61
17.91;62.6
17.9;62.61
17.92;62.62
17.92;62.62
17.94;62.63
17.94;62.63
17.94;62.65
17.93;62.66
17.9;62.66
17.87;62.66
17.86;62.67
17.85;62.67
17.86;62.68
17.88;62.67
17.89;62.67
17.91;62.67
17.9;62.68
17.92;62.67
17.92;62.68
17.95;62.67
17.94;62.66
17.97;62.66
17.98;62.66
17.99;62.67
17.99;62.67
17.97;62.67
17.97;62.67
17.98;62.68
17.97;62.68
17.98;62.69
17.99;62.69
17.99;62.71
17.98;62.72
17.97;62.72
17.95;62.73
17.98;62.74
17.97;62.75
17.96;62.75
17.96;62.76
17.94;62.77
17.94;62.78
17.94;62.79
17.92;62.8
17.88;62.82
17.87;62.82
17.86;62.82
17.87;62.83
17.88;62.82
17.88;62.82
17.87;62.83
17.89;62.83
17.89;62.83
17.9;62.83
17.88;62.84
17.88;62.85
17.9;62.85
17.9;62.86
17.89;62.87
17.88;62.87
17.88;62.86
17.87;62.87
17.88;62.88
17.86;62.89
17.86;62.9
17.85;62.91
17.84;62.92
17.84;62.92
17.84;62.93
17.82;62.94
17.79;62.94
17.78;62.94
17.78;62.95
17.77;62.96
17.77;62.96
17.75;62.97
17.74;62.97
17.73;62.97
17.7;62.98
17.68;63
17.7;63
17.73;62.98
17.74;62.98
17.75;62.98
17.76;62.99
17.75;62.99
17.77;62.99
17.77;63
17.77;63.01
17.78;63.02
17.8;63.01
17.8;63.01
17.82;63.01
17.83;63.01
17.83;63
17.8;63.01
17.79;62.99
17.79;62.98
17.82;62.97
17.82;62.96
17.84;62.95
17.85;62.95
17.84;62.95
17.85;62.94
17.87;62.92
17.89;62.91
17.91;62.91
17.91;62.92
17.91;62.93
17.92;62.92
17.92;62.92
17.92;62.91
17.92;62.9
17.93;62.9
17.9;62.89
17.92;62.84
17.91;62.83
17.91;62.83
17.94;62.82
17.93;62.82
17.94;62.81
17.95;62.81
17.95;62.8
17.95;62.8
17.97;62.8
17.97;62.8
17.98;62.82
17.97;62.82
17.96;62.81
17.96;62.82
17.98;62.82
17.98;62.83
18;62.83
18.01;62.84
18.01;62.85
18.01;62.84
18.03;62.84
18.03;62.85
18.02;62.85
18.03;62.86
18.03;62.86
18.05;62.86
18.04;62.85
18.04;62.85
18.05;62.85
18.06;62.84
18.07;62.84
18.08;62.84
18.11;62.83
18.12;62.82
18.13;62.82
18.13;62.83
18.14;62.82
18.15;62.82
18.16;62.82
18.16;62.81
18.1;62.81
18.08;62.82
18.07;62.82
18.07;62.82
18.07;62.81
18.06;62.82
18.06;62.82
18.06;62.82
18.05;62.82
18.03;62.81
18.02;62.81
18.02;62.82
18;62.83
17.99;62.82
17.98;62.81
18;62.8
18;62.8
18.02;62.8
18.06;62.8
18.07;62.8
18.07;62.8
18.09;62.79
18.09;62.79
18.08;62.79
18.07;62.79
18.07;62.78
18.08;62.78
18.11;62.77
18.12;62.77
18.15;62.78
18.15;62.79
18.16;62.79
18.16;62.8
18.17;62.8
18.18;62.83
18.19;62.81
18.18;62.79
18.19;62.79
18.2;62.79
18.22;62.8
18.24;62.8
18.24;62.81
18.24;62.81
18.25;62.81
18.28;62.83
18.28;62.84
18.29;62.85
18.28;62.86
18.27;62.85
18.24;62.85
18.23;62.84
18.23;62.83
18.21;62.83
18.21;62.83
18.21;62.84
18.22;62.85
18.21;62.87
18.21;62.87
18.21;62.88
18.22;62.88
18.21;62.88
18.21;62.89
18.23;62.88
18.24;62.89
18.24;62.88
18.26;62.88
18.25;62.89
18.24;62.9
18.25;62.9
18.26;62.9
18.28;62.9
18.28;62.9
18.29;62.9
18.29;62.88
18.31;62.87
18.31;62.86
18.32;62.87
18.32;62.86
18.32;62.84
18.34;62.85
18.34;62.84
18.35;62.84
18.4;62.86
18.4;62.87
18.41;62.87
18.42;62.87
18.43;62.87
18.45;62.87
18.46;62.88
18.45;62.89
18.46;62.89
18.46;62.89
18.41;62.91
18.39;62.92
18.4;62.92
18.41;62.91
18.42;62.91
18.44;62.91
18.45;62.91
18.45;62.91
18.46;62.91
18.46;62.92
18.46;62.9
18.47;62.9
18.49;62.91
18.51;62.93
18.51;62.94
18.49;62.95
18.47;62.94
18.46;62.94
18.44;62.93
18.44;62.94
18.44;62.94
18.45;62.94
18.45;62.95
18.42;62.95
18.42;62.95
18.4;62.96
18.38;62.96
18.4;62.96
18.42;62.96
18.42;62.98
18.42;62.97
18.43;62.97
18.43;62.97
18.46;62.97
18.46;62.97
18.48;62.96
18.5;62.97
18.5;62.96
18.51;62.96
18.52;62.96
18.52;62.97
18.54;62.96
18.56;62.96
18.56;62.96
18.56;62.97
18.55;62.97
18.54;62.99
18.51;63
18.48;63
18.45;63
18.43;63.01
18.4;63.01
18.35;63
18.32;62.98
18.31;63
18.29;63
18.29;62.99
18.27;63
18.24;63
18.22;63
18.2;63.01
18.22;63.01
18.23;63
18.25;63
18.27;63.01
18.29;63.01
18.3;63.02
18.33;63.01
18.34;63.02
18.32;63.03
18.33;63.03
18.33;63.05
18.35;63.04
18.35;63.04
18.37;63.02
18.44;63.02
18.44;63.02
18.43;63.03
18.4;63.03
18.39;63.05
18.36;63.06
18.37;63.07
18.4;63.06
18.43;63.07
18.44;63.05
18.46;63.04
18.45;63.04
18.45;63.03
18.46;63.02
18.47;63.02
18.47;63.04
18.48;63.04
18.48;63.05
18.5;63.06
18.49;63.06
18.52;63.08
18.51;63.09
18.5;63.09
18.52;63.09
18.54;63.1
18.53;63.13
18.54;63.13
18.53;63.14
18.54;63.15
18.52;63.15
18.52;63.16
18.53;63.16
18.54;63.16
18.55;63.16
18.55;63.15
18.56;63.14
18.55;63.14
18.56;63.13
18.57;63.13
18.57;63.12
18.59;63.12
18.6;63.12
18.6;63.13
18.6;63.13
18.59;63.14
18.61;63.14
18.59;63.16
18.61;63.16
18.61;63.17
18.59;63.17
18.58;63.18
18.62;63.18
18.64;63.19
18.66;63.17
18.68;63.17
18.7;63.17
18.71;63.16
18.72;63.16
18.73;63.16
18.72;63.18
18.7;63.18
18.71;63.2
18.7;63.21
18.7;63.22
18.7;63.23
18.68;63.23
18.66;63.23
18.66;63.24
18.68;63.24
18.68;63.25
18.7;63.25
18.71;63.24
18.74;63.24
18.79;63.22
18.77;63.22
18.76;63.22
18.74;63.23
18.71;63.23
18.71;63.2
18.72;63.2
18.72;63.19
18.74;63.19
18.73;63.18
18.74;63.18
18.75;63.18
18.76;63.18
18.75;63.19
18.78;63.19
18.78;63.2
18.75;63.2
18.75;63.21
18.77;63.2
18.78;63.2
18.79;63.19
18.79;63.2
18.8;63.2
18.81;63.2
18.81;63.21
18.83;63.22
18.86;63.2
18.89;63.21
18.89;63.22
18.91;63.23
18.79;63.25
18.75;63.26
18.72;63.27
18.71;63.27
18.72;63.27
18.72;63.29
18.73;63.28
18.73;63.29
18.76;63.27
18.77;63.27
18.76;63.26
18.77;63.26
18.78;63.26
18.79;63.27
18.83;63.28
18.82;63.27
18.84;63.26
18.85;63.26
18.86;63.26
18.87;63.27
18.86;63.27
18.86;63.27
18.85;63.29
18.86;63.29
18.87;63.3
18.87;63.29
18.89;63.28
18.89;63.27
18.9;63.26
18.94;63.24
18.96;63.24
18.94;63.23
18.95;63.23
18.95;63.22
18.96;63.22
18.96;63.21
18.98;63.21
18.98;63.21
19;63.21
18.99;63.2
19.01;63.19
19.01;63.19
19.01;63.19
19.01;63.19
19.03;63.19
19.05;63.19
19.04;63.2
19.04;63.21
19.03;63.21
19.04;63.21
19.04;63.22
19.05;63.21
19.07;63.21
19.09;63.22
19.1;63.22
19.09;63.22
19.08;63.22
19.1;63.23
19.09;63.23
19.09;63.23
19.1;63.23
19.05;63.23
19.05;63.24
19.04;63.24
19.04;63.23
19.03;63.23
19.03;63.22
19.03;63.23
19.02;63.24
19.03;63.24
19.03;63.24
19.02;63.24
19.02;63.24
19.02;63.24
19.01;63.25
19.02;63.25
19.03;63.25
19.03;63.26
19.04;63.26
19.04;63.26
19.05;63.26
19.05;63.26
19.05;63.25
19.06;63.26
19.06;63.25
19.07;63.25
19.07;63.24
19.09;63.25
19.09;63.24
19.09;63.24
19.11;63.25
19.12;63.25
19.11;63.25
19.12;63.26
19.14;63.26
19.12;63.26
19.12;63.26
19.11;63.26
19.1;63.27
19.1;63.27
19.12;63.27
19.13;63.29
19.13;63.3
19.14;63.3
19.14;63.3
19.14;63.31
19.13;63.31
19.12;63.32
19.12;63.32
19.13;63.32
19.13;63.32
19.14;63.33
19.13;63.33
19.16;63.33
19.16;63.32
19.17;63.32
19.18;63.33
19.18;63.33
19.18;63.33
19.21;63.33
19.21;63.35
19.21;63.34
19.22;63.33
19.23;63.33
19.25;63.33
19.26;63.33
19.25;63.34
19.26;63.35
19.25;63.37
19.26;63.4
19.26;63.46
19.28;63.46
19.28;63.47
19.3;63.47
19.3;63.48
19.31;63.48
19.31;63.46
19.32;63.46
19.32;63.45
19.33;63.45
19.34;63.46
19.35;63.46
19.34;63.45
19.35;63.44
19.36;63.44
19.37;63.44
19.37;63.45
19.36;63.47
19.36;63.48
19.36;63.48
19.35;63.49
19.33;63.48
19.33;63.5
19.34;63.5
19.34;63.49
19.35;63.49
19.35;63.5
19.36;63.5
19.36;63.49
19.38;63.48
19.37;63.47
19.38;63.47
19.38;63.46
19.39;63.46
19.39;63.47
19.4;63.47
19.41;63.47
19.41;63.47
19.4;63.46
19.4;63.46
19.41;63.46
19.42;63.46
19.42;63.46
19.46;63.45
19.45;63.44
19.45;63.43
19.47;63.43
19.46;63.42
19.49;63.42
19.49;63.41
19.5;63.42
19.5;63.41
19.5;63.41
19.52;63.41
19.5;63.43
19.51;63.43
19.51;63.43
19.52;63.43
19.52;63.43
19.52;63.44
19.5;63.44
19.49;63.44
19.49;63.45
19.48;63.46
19.47;63.47
19.47;63.46
19.47;63.46
19.45;63.46
19.46;63.47
19.45;63.47
19.46;63.48
19.47;63.47
19.48;63.48
19.49;63.48
19.49;63.48
19.52;63.49
19.51;63.5
19.49;63.5
19.49;63.49
19.47;63.5
19.48;63.5
19.45;63.51
19.45;63.52
19.45;63.52
19.43;63.52
19.44;63.53
19.45;63.53
19.46;63.54
19.43;63.56
19.43;63.56
19.44;63.55
19.45;63.55
19.44;63.57
19.45;63.57
19.47;63.57
19.48;63.57
19.49;63.56
19.52;63.56
19.52;63.55
19.53;63.53
19.54;63.54
19.55;63.53
19.56;63.53
19.57;63.53
19.58;63.53
19.58;63.53
19.59;63.5
19.59;63.5
19.6;63.51
19.61;63.5
19.6;63.5
19.6;63.49
19.61;63.48
19.62;63.47
19.63;63.46
19.63;63.46
19.62;63.46
19.62;63.45
19.63;63.44
19.64;63.45
19.65;63.45
19.65;63.43
19.66;63.43
19.68;63.44
19.69;63.44
19.69;63.44
19.7;63.44
19.71;63.44
19.71;63.45
19.71;63.46
19.71;63.45
19.72;63.46
19.72;63.45
19.72;63.46
19.73;63.46
19.73;63.46
19.74;63.46
19.74;63.46
19.75;63.45
19.75;63.46
19.75;63.46
19.76;63.46
19.77;63.46
19.76;63.5
19.75;63.5
19.73;63.51
19.72;63.53
19.73;63.52
19.73;63.53
19.75;63.52
19.76;63.53
19.75;63.54
19.76;63.54
19.77;63.54
19.77;63.53
19.78;63.55
19.78;63.54
19.79;63.54
19.79;63.55
19.79;63.55
19.8;63.56
19.81;63.55
19.83;63.55
19.83;63.55
19.84;63.57
19.85;63.57
19.85;63.58
19.85;63.58
19.86;63.58
19.86;63.58
19.86;63.6
19.87;63.6
19.88;63.59
19.88;63.6
19.89;63.6
19.89;63.6
19.9;63.6
19.91;63.62
19.91;63.6
19.92;63.6
19.92;63.62
19.93;63.61
19.93;63.62
19.94;63.62
19.94;63.62
19.95;63.62
19.96;63.61
19.97;63.61
19.98;63.61
19.99;63.61
19.98;63.62
19.99;63.61
20;63.62
20;63.61
20;63.62
20.01;63.61
20.02;63.61
20.02;63.61
20.02;63.62
20.01;63.61
20;63.64
20.01;63.66
20.02;63.66
20.02;63.67
20.04;63.67
20.04;63.67
20.07;63.67
20.11;63.65
20.12;63.65
20.14;63.66
20.14;63.65
20.16;63.66
20.16;63.65
20.18;63.66
20.18;63.66
20.2;63.66
20.2;63.66
20.21;63.66
20.21;63.66
20.22;63.66
20.23;63.66
20.24;63.65
20.24;63.67
20.24;63.67
20.24;63.67
20.25;63.69
20.23;63.66
20.23;63.68
20.24;63.69
20.25;63.69
20.25;63.72
20.27;63.73
20.27;63.74
20.27;63.73
20.28;63.73
20.28;63.74
20.29;63.75
20.29;63.75
20.28;63.73
20.27;63.72
20.27;63.72
20.26;63.71
20.25;63.7
20.25;63.69
20.26;63.69
20.26;63.68
20.26;63.67
20.25;63.67
20.25;63.67
20.25;63.66
20.27;63.67
20.27;63.67
20.28;63.67
20.29;63.65
20.29;63.65
20.29;63.66
20.3;63.65
20.32;63.66
20.32;63.66
20.32;63.67
20.31;63.69
20.32;63.69
20.32;63.7
20.33;63.69
20.33;63.69
20.33;63.71
20.33;63.72
20.32;63.72
20.32;63.73
20.3;63.73
20.31;63.74
20.3;63.75
20.31;63.75
20.31;63.75
20.32;63.76
20.31;63.77
20.32;63.78
20.33;63.78
20.33;63.76
20.35;63.75
20.36;63.75
20.37;63.74
20.38;63.73
20.39;63.72
20.38;63.72
20.37;63.72
20.36;63.71
20.35;63.71
20.36;63.69
20.36;63.69
20.36;63.7
20.38;63.69
20.39;63.69
20.39;63.68
20.4;63.68
20.4;63.67
20.41;63.68
20.4;63.69
20.41;63.71
20.41;63.68
20.42;63.68
20.43;63.68
20.42;63.69
20.43;63.7
20.43;63.71
20.42;63.71
20.43;63.71
20.43;63.71
20.44;63.72
20.44;63.74
20.44;63.74
20.44;63.75
20.45;63.76
20.45;63.76
20.46;63.76
20.48;63.78
20.48;63.78
20.48;63.77
20.5;63.79
20.5;63.81
20.5;63.82
20.49;63.83
20.49;63.83
20.5;63.84
20.51;63.82
20.51;63.82
20.52;63.81
20.52;63.82
20.53;63.82
20.52;63.79
20.53;63.79
20.53;63.78
20.52;63.78
20.52;63.77
20.54;63.77
20.53;63.74
20.54;63.73
20.55;63.74
20.54;63.76
20.55;63.76
20.55;63.76
20.55;63.75
20.56;63.74
20.56;63.74
20.57;63.74
20.58;63.76
20.58;63.77
20.56;63.76
20.57;63.78
20.56;63.79
20.57;63.81
20.58;63.8
20.61;63.82
20.61;63.81
20.62;63.82
20.63;63.81
20.64;63.81
20.64;63.8
20.64;63.8
20.65;63.8
20.65;63.79
20.67;63.79
20.67;63.8
20.69;63.81
20.68;63.81
20.68;63.82
20.69;63.81
20.71;63.82
20.7;63.83
20.69;63.83
20.69;63.83
20.69;63.83
20.67;63.82
20.67;63.83
20.66;63.83
20.66;63.85
20.68;63.85
20.69;63.85
20.69;63.86
20.7;63.86
20.71;63.85
20.71;63.85
20.71;63.85
20.72;63.85
20.72;63.84
20.73;63.83
20.72;63.84
20.73;63.84
20.74;63.84
20.72;63.85
20.73;63.86
20.75;63.85
20.75;63.85
20.74;63.86
20.74;63.86
20.75;63.87
20.76;63.86
20.76;63.87
20.76;63.86
20.77;63.87
20.78;63.87
20.79;63.9
20.79;63.91
20.8;63.9
20.81;63.9
20.8;63.92
20.8;63.95
20.81;63.95
20.83;63.94
20.84;63.94
20.84;63.95
20.85;63.95
20.85;63.95
20.86;63.96
20.85;63.97
20.85;63.97
20.86;63.97
20.86;63.97
20.87;63.97
20.86;63.97
20.86;63.98
20.87;63.98
20.87;63.99
20.89;63.97
20.9;63.98
20.9;64
20.9;64
20.9;64
20.92;64.01
20.92;64.02
20.91;64.03
20.91;64.03
20.91;64.02
20.9;64.04
20.91;64.04
20.9;64.05
20.92;64.04
20.92;64.05
20.94;64.05
20.93;64.06
20.95;64.06
20.95;64.07
20.93;64.07
20.94;64.08
20.96;64.08
20.95;64.09
20.96;64.09
20.97;64.09
20.96;64.1
20.96;64.1
20.97;64.11
20.96;64.11
20.96;64.12
20.96;64.11
20.97;64.12
20.97;64.13
20.96;64.12
20.95;64.12
20.95;64.13
20.96;64.13
20.96;64.14
20.97;64.14
20.96;64.15
20.97;64.14
20.98;64.15
20.97;64.15
20.97;64.16
20.98;64.16
20.98;64.16
20.98;64.16
20.99;64.15
20.99;64.15
20.99;64.16
21;64.16
21.01;64.16
21.02;64.16
21.03;64.17
21.05;64.17
21.05;64.18
21.06;64.18
21.05;64.19
21.06;64.2
21.08;64.2
21.09;64.2
21.08;64.23
21.08;64.22
21.1;64.22
21.11;64.21
21.13;64.2
21.13;64.2
21.15;64.22
21.14;64.23
21.16;64.22
21.17;64.23
21.18;64.23
21.19;64.24
21.18;64.24
21.17;64.24
21.18;64.25
21.18;64.25
21.21;64.26
21.22;64.26
21.2;64.27
21.2;64.27
21.22;64.27
21.21;64.28
21.22;64.28
21.22;64.28
21.23;64.29
21.24;64.28
21.24;64.29
21.25;64.29
21.25;64.3
21.25;64.31
21.25;64.32
21.26;64.32
21.26;64.3
21.27;64.3
21.26;64.3
21.26;64.29
21.27;64.29
21.29;64.29
21.29;64.29
21.29;64.29
21.3;64.3
21.32;64.29
21.31;64.3
21.32;64.31
21.33;64.29
21.35;64.3
21.34;64.3
21.35;64.3
21.35;64.32
21.32;64.33
21.32;64.34
21.33;64.34
21.33;64.36
21.32;64.37
21.34;64.36
21.33;64.35
21.34;64.34
21.33;64.34
21.33;64.33
21.34;64.32
21.35;64.32
21.37;64.32
21.37;64.33
21.37;64.33
21.36;64.33
21.39;64.32
21.4;64.32
21.4;64.33
21.41;64.32
21.42;64.32
21.41;64.33
21.41;64.33
21.41;64.33
21.42;64.33
21.41;64.34
21.41;64.34
21.41;64.35
21.42;64.35
21.41;64.36
21.42;64.36
21.43;64.35
21.43;64.36
21.43;64.35
21.44;64.35
21.45;64.35
21.45;64.35
21.46;64.35
21.47;64.35
21.47;64.36
21.48;64.36
21.47;64.37
21.47;64.37
21.48;64.37
21.47;64.38
21.49;64.38
21.49;64.39
21.5;64.38
21.5;64.38
21.5;64.4
21.51;64.4
21.51;64.4
21.51;64.41
21.52;64.41
21.53;64.42
21.54;64.42
21.54;64.42
21.56;64.42
21.56;64.42
21.56;64.43
21.58;64.43
21.58;64.43
21.58;64.44
21.61;64.43
21.62;64.44
21.62;64.45
21.6;64.46
21.59;64.48
21.58;64.48
21.58;64.47
21.58;64.46
21.57;64.46
21.56;64.45
21.55;64.47
21.54;64.47
21.52;64.47
21.52;64.45
21.52;64.45
21.51;64.45
21.5;64.45
21.48;64.45
21.48;64.45
21.47;64.46
21.47;64.47
21.48;64.47
21.48;64.47
21.48;64.48
21.48;64.51
21.47;64.51
21.47;64.51
21.46;64.52
21.46;64.52
21.46;64.52
21.45;64.52
21.45;64.51
21.43;64.51
21.42;64.51
21.41;64.51
21.41;64.53
21.42;64.52
21.43;64.52
21.43;64.53
21.42;64.53
21.42;64.53
21.41;64.53
21.42;64.53
21.44;64.53
21.44;64.54
21.45;64.54
21.44;64.54
21.46;64.54
21.45;64.55
21.46;64.55
21.46;64.54
21.48;64.54
21.47;64.52
21.48;64.52
21.49;64.52
21.48;64.52
21.49;64.52
21.52;64.5
21.52;64.51
21.53;64.51
21.52;64.52
21.53;64.52
21.53;64.52
21.53;64.53
21.53;64.53
21.56;64.51
21.55;64.52
21.56;64.52
21.56;64.52
21.55;64.52
21.55;64.53
21.54;64.54
21.54;64.53
21.53;64.53
21.52;64.54
21.52;64.53
21.48;64.55
21.49;64.55
21.47;64.56
21.48;64.56
21.49;64.56
21.48;64.56
21.49;64.57
21.49;64.57
21.46;64.59
21.45;64.58
21.45;64.58
21.45;64.57
21.46;64.57
21.45;64.57
21.44;64.57
21.45;64.55
21.43;64.56
21.42;64.57
21.42;64.58
21.41;64.58
21.4;64.59
21.38;64.6
21.4;64.59
21.4;64.6
21.39;64.6
21.37;64.61
21.37;64.61
21.37;64.6
21.36;64.6
21.36;64.6
21.34;64.6
21.33;64.6
21.33;64.59
21.34;64.59
21.34;64.6
21.35;64.59
21.35;64.59
21.36;64.58
21.34;64.59
21.35;64.58
21.34;64.58
21.35;64.58
21.34;64.58
21.32;64.58
21.31;64.59
21.3;64.61
21.29;64.61
21.27;64.61
21.26;64.61
21.25;64.61
21.24;64.61
21.25;64.61
21.24;64.61
21.23;64.62
21.24;64.62
21.24;64.62
21.25;64.62
21.25;64.62
21.24;64.63
21.23;64.63
21.22;64.64
21.23;64.63
21.24;64.64
21.24;64.65
21.23;64.66
21.22;64.66
21.21;64.65
21.18;64.67
21.17;64.67
21.16;64.67
21.16;64.67
21.15;64.67
21.15;64.67
21.15;64.67
21.14;64.67
21.14;64.67
21.1;64.69
21.11;64.69
21.12;64.68
21.13;64.68
21.12;64.69
21.12;64.7
21.12;64.7
21.12;64.71
21.1;64.72
21.12;64.71
21.15;64.71
21.17;64.71
21.18;64.7
21.18;64.7
21.21;64.69
21.21;64.68
21.23;64.68
21.27;64.67
21.28;64.66
21.29;64.67
21.27;64.67
21.25;64.69
21.25;64.69
21.29;64.68
21.3;64.68
21.3;64.68
21.28;64.69
21.28;64.7
21.24;64.72
21.24;64.72
21.22;64.74
21.23;64.74
21.24;64.74
21.24;64.75
21.3;64.75
21.3;64.75
21.28;64.76
21.28;64.77
21.24;64.78
21.2;64.78
21.18;64.77
21.14;64.78
21.14;64.78
21.12;64.78
21.12;64.78
21.11;64.78
21.09;64.79
21.08;64.78
21.07;64.79
21.09;64.79
21.09;64.79
21.11;64.79
21.13;64.79
21.13;64.79
21.11;64.8
21.12;64.81
21.1;64.81
21.1;64.8
21.09;64.81
21.08;64.81
21.08;64.81
21.08;64.82
21.06;64.82
21.06;64.83
21.05;64.82
21.04;64.83
21.04;64.83
21.03;64.83
21.01;64.83
21.02;64.83
21.02;64.84
21.01;64.84
21;64.84
21.01;64.85
21.03;64.84
21.02;64.86
21.04;64.86
21.05;64.86
21.05;64.87
21.07;64.87
21.06;64.86
21.06;64.85
21.08;64.84
21.08;64.83
21.09;64.83
21.1;64.83
21.11;64.82
21.15;64.81
21.16;64.81
21.15;64.82
21.16;64.82
21.16;64.83
21.16;64.83
21.16;64.83
21.16;64.84
21.17;64.83
21.17;64.84
21.18;64.83
21.18;64.84
21.19;64.84
21.17;64.85
21.16;64.86
21.18;64.86
21.18;64.87
21.19;64.86
21.2;64.86
21.2;64.87
21.23;64.86
21.22;64.87
21.21;64.87
21.22;64.88
21.22;64.89
21.21;64.89
21.2;64.9
21.21;64.9
21.23;64.9
21.23;64.89
21.25;64.89
21.23;64.9
21.24;64.9
21.23;64.91
21.25;64.91
21.24;64.92
21.25;64.92
21.26;64.92
21.25;64.93
21.25;64.93
21.23;64.94
21.23;64.94
21.24;64.94
21.25;64.95
21.28;64.95
21.28;64.96
21.3;64.96
21.3;64.96
21.32;64.96
21.32;64.96
21.33;64.96
21.33;64.96
21.34;64.96
21.36;64.95
21.37;64.96
21.39;64.96
21.38;64.97
21.36;64.97
21.36;64.97
21.36;64.98
21.35;64.98
21.35;64.98
21.36;64.98
21.37;64.98
21.36;64.99
21.37;65
21.39;64.99
21.39;65
21.4;64.99
21.41;64.98
21.4;65
21.38;65
21.4;65.01
21.4;65.01
21.38;65.02
21.36;65.03
21.41;65.01
21.43;65.02
21.43;65.01
21.43;65.02
21.47;65.01
21.46;65.03
21.47;65.03
21.47;65.04
21.47;65.04
21.46;65.04
21.45;65.04
21.45;65.05
21.44;65.05
21.45;65.05
21.45;65.06
21.44;65.07
21.46;65.07
21.47;65.06
21.5;65.06
21.51;65.06
21.51;65.07
21.53;65.06
21.54;65.06
21.54;65.06
21.55;65.07
21.54;65.07
21.52;65.09
21.52;65.08
21.51;65.08
21.51;65.09
21.52;65.09
21.52;65.1
21.53;65.1
21.53;65.1
21.53;65.11
21.54;65.11
21.53;65.12
21.54;65.12
21.52;65.13
21.53;65.14
21.51;65.14
21.52;65.14
21.53;65.14
21.54;65.14
21.57;65.14
21.57;65.14
21.59;65.14
21.59;65.14
21.58;65.14
21.59;65.15
21.58;65.16
21.56;65.18
21.57;65.18
21.55;65.18
21.55;65.2
21.54;65.2
21.53;65.2
21.54;65.22
21.51;65.23
21.51;65.24
21.5;65.24
21.49;65.25
21.49;65.25
21.48;65.25
21.48;65.26
21.47;65.28
21.47;65.29
21.45;65.28
21.44;65.29
21.45;65.29
21.44;65.3
21.43;65.3
21.42;65.3
21.41;65.31
21.36;65.33
21.37;65.32
21.35;65.32
21.33;65.32
21.3;65.32
21.28;65.33
21.25;65.32
21.27;65.33
21.23;65.33
21.24;65.34
21.27;65.34
21.27;65.34
21.28;65.34
21.29;65.34
21.3;65.34
21.3;65.35
21.31;65.35
21.3;65.36
21.31;65.37
21.32;65.36
21.32;65.37
21.33;65.36
21.34;65.37
21.33;65.35
21.36;65.35
21.37;65.34
21.39;65.34
21.41;65.31
21.43;65.31
21.44;65.31
21.46;65.31
21.47;65.32
21.48;65.31
21.48;65.31
21.47;65.31
21.46;65.31
21.48;65.3
21.48;65.28
21.49;65.28
21.49;65.27
21.53;65.26
21.53;65.25
21.51;65.24
21.52;65.23
21.53;65.23
21.6;65.25
21.61;65.25
21.64;65.23
21.64;65.23
21.65;65.23
21.66;65.22
21.69;65.2
21.7;65.2
21.69;65.21
21.7;65.21
21.75;65.19
21.73;65.21
21.74;65.22
21.69;65.24
21.69;65.22
21.67;65.23
21.67;65.23
21.68;65.23
21.68;65.23
21.67;65.23
21.66;65.23
21.63;65.24
21.65;65.24
21.64;65.25
21.64;65.26
21.65;65.26
21.66;65.26
21.67;65.26
21.66;65.27
21.67;65.27
21.67;65.29
21.68;65.29
21.69;65.3
21.7;65.3
21.71;65.3
21.71;65.31
21.66;65.33
21.66;65.32
21.68;65.31
21.68;65.31
21.67;65.31
21.67;65.29
21.66;65.29
21.64;65.3
21.62;65.3
21.62;65.31
21.6;65.32
21.58;65.32
21.59;65.32
21.62;65.31
21.64;65.32
21.63;65.33
21.6;65.34
21.59;65.33
21.57;65.34
21.57;65.34
21.55;65.34
21.54;65.33
21.55;65.33
21.53;65.33
21.53;65.32
21.51;65.32
21.5;65.32
21.5;65.32
21.5;65.33
21.46;65.35
21.45;65.35
21.46;65.36
21.43;65.36
21.44;65.36
21.48;65.36
21.48;65.36
21.49;65.36
21.48;65.37
21.49;65.37
21.49;65.37
21.48;65.38
21.48;65.37
21.47;65.38
21.47;65.37
21.45;65.39
21.46;65.39
21.49;65.39
21.51;65.38
21.54;65.37
21.54;65.38
21.53;65.38
21.5;65.39
21.49;65.39
21.51;65.39
21.52;65.39
21.52;65.4
21.5;65.4
21.5;65.4
21.51;65.4
21.53;65.4
21.53;65.39
21.56;65.4
21.56;65.39
21.58;65.38
21.58;65.38
21.58;65.35
21.63;65.34
21.64;65.34
21.63;65.35
21.63;65.35
21.65;65.34
21.66;65.34
21.67;65.34
21.68;65.34
21.68;65.34
21.66;65.35
21.63;65.35
21.64;65.36
21.64;65.37
21.58;65.39
21.57;65.4
21.56;65.4
21.56;65.41
21.55;65.41
21.57;65.42
21.56;65.42
21.56;65.43
21.54;65.43
21.54;65.43
21.59;65.42
21.6;65.41
21.62;65.4
21.64;65.41
21.64;65.41
21.66;65.41
21.67;65.4
21.67;65.4
21.69;65.4
21.69;65.4
21.66;65.41
21.66;65.41
21.67;65.41
21.67;65.42
21.66;65.42
21.66;65.42
21.65;65.42
21.67;65.42
21.69;65.42
