depth;datetime;value
184.967;35287.2724305556;4.6741
185.995;35287.2724537037;4.6736
187.066;35287.2725;4.6729
188.017;35287.2725115741;4.6729
189.005;35287.2725578704;4.6733
190.057;35287.2725694444;4.6745
191.023;35287.2726157407;4.6755
191.98;35287.2726388889;4.676
193.033;35287.2726736111;4.6766
194.044;35287.2726967593;4.6778
195.029;35287.2727199074;4.6783
195.982;35287.2727546296;4.6787
196.997;35287.2727777778;4.6791
198.027;35287.2728125;4.6797
198.976;35287.2728356481;4.6804
200.002;35287.2728587963;4.6814
201.072;35287.2728935185;4.6823
201.994;35287.2729166667;4.6829
203.007;35287.2729398148;4.6835
203.992;35287.272974537;4.6844
204.994;35287.2729976852;4.6855
205.994;35287.2730439815;4.686
206.953;35287.2730555556;4.6865
207.989;35287.2731018519;4.6871
208.99;35287.273125;4.6881
209.997;35287.2731597222;4.6885
211.004;35287.2731828704;4.6887
211.999;35287.2731944444;4.6889
212.994;35287.2732407407;4.6892
214.003;35287.2732638889;4.6898
215.02;35287.2732986111;4.6905
215.983;35287.2733217593;4.6916
217.037;35287.2733449074;4.6923
217.976;35287.2733796296;4.6926
219.049;35287.2734027778;4.693
220.01;35287.2734375;4.6934
220.995;35287.2734606481;4.6937
221.998;35287.2734837963;4.6941
223;35287.2735185185;4.6945
224.024;35287.2735416667;4.6947
225.002;35287.2735648148;4.6949
226.014;35287.273599537;4.6954
226.998;35287.2736226852;4.6957
227.957;35287.2736689815;4.6963
229.007;35287.2736805556;4.6974
229.955;35287.2737268519;4.6979
230.997;35287.2737384259;4.6986
231.999;35287.2737847222;4.6989
232.991;35287.2738078704;4.6992
233.931;35287.2738194444;4.6997
234.998;35287.2738657407;4.7007
235.996;35287.2738888889;4.7011
236.997;35287.2739236111;4.7014
238.014;35287.2739467593;4.7018
238.97;35287.2739699074;4.7022
240.011;35287.2740046296;4.7025
240.992;35287.2740277778;4.7026
242.022;35287.2740625;4.7029
242.988;35287.2740856481;4.7032
244.026;35287.2741087963;4.7035
244.949;35287.2741435185;4.7037
246.009;35287.2741666667;4.7041
247.011;35287.2741898148;4.7048
247.994;35287.274224537;4.7052
249.033;35287.2742476852;4.7055
249.979;35287.2742939815;4.7057
250.987;35287.2743055556;4.7061
252.01;35287.2743518519;4.7065
253.014;35287.2743634259;4.7069
253.984;35287.2744097222;4.7072
254.973;35287.2744328704;4.708
255.994;35287.2744675926;4.7084
256.99;35287.2744907407;4.7087
258.026;35287.2745138889;4.7091
258.997;35287.2745486111;4.7094
260.014;35287.2745717593;4.7096
261.012;35287.2745949074;4.7097
261.964;35287.2746296296;4.7099
263.013;35287.2746527778;4.7101
263.975;35287.2746875;4.7103
265.004;35287.2747106481;4.7104
266.002;35287.2747337963;4.7106
266.997;35287.2747685185;4.7107
267.961;35287.2747916667;4.7107
269.011;35287.274837963;4.7109
270.011;35287.274849537;4.7109
271.009;35287.2748958333;4.711
272.002;35287.2749189815;4.7111
272.996;35287.2749305556;4.7112
273.99;35287.2749768519;4.7112
275.008;35287.2749884259;4.7113
276.006;35287.2750347222;4.7114
276.939;35287.2750578704;4.7115
278.042;35287.2750925926;4.7118
279.007;35287.2751157407;4.7121
279.993;35287.2751388889;4.7122
281.066;35287.2751736111;4.7123
281.994;35287.2751967593;4.7125
282.996;35287.2752199074;4.7126
283.999;35287.2752546296;4.713
284.973;35287.2752777778;4.7135
286.031;35287.2753125;4.7141
286.999;35287.2753356481;4.7142
287.988;35287.2753587963;4.7142
289.001;35287.2753935185;4.7142
289.982;35287.2754166667;4.7142
291.02;35287.275462963;4.7142
292.017;35287.275474537;4.7143
293.002;35287.2755208333;4.7144
293.963;35287.2755439815;4.7145
294.998;35287.2755787037;4.7147
295.966;35287.2756018518;4.7149
297.034;35287.2756365741;4.7152
298.053;35287.2756597222;4.7155
299.002;35287.2756828704;4.7159
299.914;35287.2757175926;4.7164
301;35287.2757407407;4.7166
302.023;35287.2757638889;4.7168
303.002;35287.2757986111;4.7171
303.98;35287.2758217593;4.7173
305.021;35287.2758449074;4.7175
306.014;35287.2758796296;4.7177
307.03;35287.2759027778;4.7179
308.005;35287.2759375;4.7184
308.998;35287.2759606481;4.7191
310.05;35287.2759837963;4.7195
311.022;35287.2760185185;4.7196
312.009;35287.2760416667;4.7198
313.014;35287.2760648148;4.7199
313.985;35287.276099537;4.7201
315.017;35287.2761226852;4.7204
316.017;35287.2761689815;4.7206
317.002;35287.2761805556;4.7207
318.013;35287.2762268518;4.721
319;35287.27625;4.7213
320.009;35287.2762615741;4.7216
321.002;35287.2763078704;4.7218
322;35287.2763194444;4.7221
323.003;35287.2763657407;4.7225
324.009;35287.2763888889;4.7227
324.959;35287.276400463;4.7229
325.991;35287.2764467593;4.7229
327.018;35287.2764699074;4.7231
328.025;35287.2765046296;4.7231
328.988;35287.2765277778;4.7233
329.998;35287.2765625;4.7234
331.018;35287.2765856481;4.7236
332.02;35287.2766087963;4.7237
333.002;35287.2766435185;4.7238
334.007;35287.2766666667;4.7239
335.003;35287.2766898148;4.724
335.975;35287.276724537;4.7241
337;35287.2767476852;4.7242
337.998;35287.2767708333;4.7243
338.999;35287.2768055556;4.7243
340.018;35287.2768287037;4.7244
340.988;35287.2768518518;4.7245
342.038;35287.2768865741;4.7246
343.009;35287.2769097222;4.7248
343.98;35287.2769328704;4.7249
345.01;35287.2769675926;4.7251
346.046;35287.2769907407;4.7252
347.063;35287.277025463;4.7253
347.975;35287.2770486111;4.7255
349.008;35287.2770717593;4.7256
349.96;35287.2771064815;4.7258
351.069;35287.2771296296;4.7259
352.007;35287.2771759259;4.7261
352.939;35287.2771875;4.7263
353.969;35287.2772106481;4.7265
354.998;35287.2772569444;4.7268
356.068;35287.2772685185;4.7269
356.997;35287.2773148148;4.7271
357.957;35287.277337963;4.7271
359.009;35287.2773726852;4.7272
360.022;35287.2773958333;4.7274
360.992;35287.2774189815;4.7276
361.998;35287.2774537037;4.728
363.043;35287.2774768519;4.7283
363.998;35287.2775115741;4.7284
365.022;35287.2775347222;4.7285
365.996;35287.2775578704;4.7285
366.955;35287.2775925926;4.7286
368.004;35287.2776157407;4.7287
369.002;35287.2776388889;4.7287
370.019;35287.2776736111;4.7289
370.949;35287.2776967593;4.729
372.006;35287.2777199074;4.7293
372.998;35287.2777546296;4.7295
373.999;35287.2777777778;4.7297
375.013;35287.2778125;4.7298
376.069;35287.2778356482;4.73
376.979;35287.2778587963;4.7301
378.004;35287.2778935185;4.7301
378.916;35287.2779166667;4.7303
380.017;35287.2779398148;4.7303
381.006;35287.277974537;4.7304
381.989;35287.2779976852;4.7305
383.004;35287.2780208333;4.7305
384.018;35287.2780555556;4.7306
384.994;35287.2780787037;4.7306
386.008;35287.2781018519;4.7307
386.987;35287.2781365741;4.7308
388.014;35287.2781597222;4.7309
389.008;35287.2781828704;4.731
390.004;35287.2782175926;4.7312
391.018;35287.2782407407;4.7315
392.005;35287.2782638889;4.7317
393.026;35287.2782986111;4.732
394.005;35287.2783217593;4.7322
395.009;35287.2783564815;4.7323
395.996;35287.2783796296;4.7325
396.985;35287.2784027778;4.7327
397.951;35287.2784375;4.7328
398.972;35287.2784606482;4.733
400.024;35287.2785069444;4.7334
401.007;35287.2785185185;4.7338
402.011;35287.2785416667;4.7341
402.952;35287.2785648148;4.7343
404.031;35287.278599537;4.7354
405;35287.2786226852;4.7357
406;35287.2786689815;4.736
406.996;35287.2786805556;4.7364
407.995;35287.2787037037;4.7365
408.995;35287.27875;4.7367
410;35287.2787615741;4.7368
410.969;35287.2787847222;4.737
412.055;35287.2788194444;4.7376
413.009;35287.2788425926;4.7388
414.011;35287.2788888889;4.7407
414.987;35287.278900463;4.741
416;35287.2789236111;4.7412
416.992;35287.2789467593;4.7414
417.999;35287.2789814815;4.7417
418.936;35287.2790046296;4.7422
420.068;35287.2790509259;4.7429
420.958;35287.2790625;4.7432
422.021;35287.2791087963;4.7435
422.892;35287.2791319444;4.744
423.991;35287.2791666667;4.7446
425.039;35287.2791898148;4.745
425.96;35287.279224537;4.7452
427.03;35287.2792476852;4.7454
428.014;35287.2792708333;4.7457
428.985;35287.2793055556;4.7461
430.02;35287.2793287037;4.7469
431.008;35287.2793518519;4.7475
432.011;35287.2793865741;4.7482
