depth;datetime;value
69.994;34745.5064699074;3.2685
70.954;34745.5064814815;3.7939
71.947;34745.5065277778;3.9334
72.974;34745.5065625;4.0159
74.002;34745.5065856481;4.0683
74.643;34745.5066087963;4.0943
75.973;34745.5066666667;4.2232
77.107;34745.5066898148;4.2765
78.072;34745.506724537;4.3123
79.238;34745.5067708333;4.3345
79.908;34745.5067708333;4.3492
81.17;34745.5068287037;4.3878
81.808;34745.5068518519;4.4047
82.993;34745.5068865741;4.4399
83.886;34745.5069097222;4.4563
84.99;34745.5069444444;4.5088
85.957;34745.5069907407;4.6039
87.015;34745.5070138889;4.6774
87.687;34745.5070717593;4.7924
0.815;34789.1912847222;2.81454
1;34789.1913078704;2.80816
2;34789.1913425926;2.81904
3;34789.1913888889;2.84339
4;34789.1914236111;2.89453
5;34789.1914699074;2.95038
6;34789.1915046296;2.98327
7;34789.1915277778;3.0156
8;34789.1915856482;3.04806
9;34789.1916087963;3.03121
10;34789.1916435185;3.02958
11;34789.1916898148;3.03497
12;34789.191724537;3.03042
13;34789.1917708333;3.04061
14;34789.1918055556;3.03986
15;34789.1918518519;3.03615
16;34789.1918865741;3.03489
17;34789.1919097222;3.03489
18;34789.1919444444;3.03598
